 0.0 -14.7
 1.0   8.6
 2.1  28.8
 3.1  46.7
 4.2  47.4
 5.2  36.5
 6.2  37.0
 7.2   5.1
 8.2 -11.2
 9.1 -22.4
10.0 -35.5
11.0 -33.6
12.0 -21.1
12.9 -15.0
13.8  -1.6
14.9  19.5
15.9  27.5
17.0  32.6
17.9  27.5
18.9  20.2
20.0  13.8
21.0  -1.3
22.0 -24.5
23.0 -25.0
24.0 -25.0
25.0 -20.2
26.0  -9.9
27.0   5.8
28.0  14.7
29.0  21.8
30.0  29.8
31.0  21.4
32.0  24.6
32.9  25.8
33.8   0.6
34.7 -16.6
35.7 -24.0
36.6 -24.6
37.7 -19.8
