# SDP RPT GHB
ammp          0.85 0.84 0.91
applu         0.94 0.95 0.90
apsi          0.35 0.38 0.45
art110        0.92 0.91 0.93
art470        0.92 0.91 0.93
bzip2-graphic 0.24 0.68 0.69
bzip2-program 0.42 0.81 0.84
bzip2-source  0.46 0.76 0.78
galgel        0.48 0.61 0.50
swim          0.45 0.44 0.47
twolf         0.28 0.35 0.43
wupwise       0.67 0.67 0.67
